City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,caledonia,42.8078,-87.9242,-2.99,81,100,5.66,US,1671283012
363,luga,58.7372,29.8453,-20.3,100,63,1.39,RU,1671259694
364,padang,-0.9492,100.3543,25.03,88,100,1.46,ID,1671232156
365,guadix,37.2993,-3.1392,13.96,72,2,2.55,ES,1671261639
366,gisborne,-38.6533,178.0042,17.26,92,99,1.74,NZ,1671295108
367,akdepe,42.0551,59.3788,-0.95,60,17,5.08,TM,1671247493
368,araxa,-19.5933,-46.9406,26.98,61,20,3.6,BR,1671265478
369,manta,-0.95,-80.7333,24.88,78,75,4.63,EC,1671275631
370,moose factory,51.2585,-80.6094,-2.01,93,100,3.6,CA,1671283326
371,kapuskasing,49.4169,-82.4331,1.0,86,100,2.06,CA,1671283239
372,kamaishi,39.2667,141.8833,3.63,76,100,4.98,JP,1671313597
373,wanaka,-44.7,169.15,13.95,85,95,0.89,NZ,1671295967
374,yola,9.2,12.4833,34.9,31,0,0.0,NG,1671254309
375,yevlax,40.6089,47.1492,8.99,81,100,1.03,AZ,1671250152
376,kholodnyy,62.7167,147.95,-21.73,95,100,2.22,RU,1671320305
377,raga,8.4596,25.678,28.73,22,19,1.99,SS,1671251063
378,beloha,-25.1667,45.05,22.47,79,100,1.82,MG,1671242695
379,port blair,11.6667,92.75,28.02,74,75,3.09,IN,1671235302
380,jiuquan,39.7432,98.5174,-10.9,54,0,1.99,CN,1671324095
381,coihaique,-45.5752,-72.0662,17.34,36,23,4.59,CL,1671267243
382,cidreira,-30.1811,-50.2056,21.98,60,16,5.52,BR,1671264867
383,dawson,31.7735,-84.4466,12.68,52,98,3.12,US,1671280298
384,dekar,-21.5333,21.9333,32.6,22,19,3.5,BW,1671248708
385,hun,29.1268,15.9477,22.67,23,0,2.44,LY,1671255821
386,sola,-13.8833,167.55,27.23,49,6,0.79,VU,1671301071
387,mulege,26.8833,-111.9833,14.96,56,12,2.78,MX,1671286236
388,svay rieng,11.0879,105.7993,24.83,66,66,9.28,KH,1671232107
389,klaksvik,62.2266,-6.589,-1.49,74,100,11.83,FO,1671270581
390,papara,-3.9839,-38.7273,33.31,54,55,4.78,BR,1671265231
391,ismailia,30.6043,32.2723,22.04,49,0,3.09,EG,1671252107
392,isoka,-10.1606,32.6335,19.48,80,99,2.54,ZM,1671247444
393,burnie,-41.0667,145.9167,11.64,64,78,2.7,AU,1671302340
394,valencia,39.3333,-0.8333,13.75,70,66,1.98,ES,1671261439
395,homer,59.6425,-151.5483,-4.0,76,0,7.15,US,1671303736
396,boralday,43.3578,76.8594,-5.08,86,40,3.0,KZ,1671243559
397,atbasar,51.8,68.3333,-15.1,91,41,2.02,KZ,1671247727
398,laurel,39.0993,-76.8483,7.99,49,40,7.2,US,1671279648
399,rio muerto,27.4167,-110.2333,10.29,34,9,2.82,MX,1671285886
400,atambua,-9.1061,124.8925,22.74,87,100,1.3,ID,1671311835
401,honiara,-9.4333,159.95,24.7,87,11,1.73,SB,1671303383
402,treinta y tres,-33.2333,-54.3833,26.86,30,15,8.47,UY,1671265404
403,portland,45.5234,-122.6762,-0.11,88,20,3.09,US,1671291938
404,kant,27.8,79.8,15.44,33,0,1.06,IN,1671240311
405,calatayud,41.3535,-1.6432,8.64,67,40,2.82,ES,1671262008
406,zhurivka,50.5028,31.7849,2.94,100,100,3.53,UA,1671256116
407,nanakuli,21.3906,-158.1547,21.13,77,0,2.06,US,1671296636
408,guanica,17.9716,-66.908,28.96,69,2,2.85,PR,1671274330
409,rzhanitsa,53.4284,33.923,0.25,99,100,2.87,RU,1671256517
410,san juan del sur,11.2529,-85.8705,28.12,83,75,4.12,NI,1671278141
411,ahipara,-35.1667,173.1667,17.21,96,95,0.95,NZ,1671296885
412,panaba,21.2833,-88.2667,29.64,53,45,2.6,MX,1671279844
413,korla,41.7597,86.1469,-7.23,61,43,2.53,CN,1671327446
414,saravan,39.7196,45.6483,0.73,77,8,2.49,AM,1671250348
415,pemberton,50.3164,-122.8027,-0.17,98,79,0.26,CA,1671293183
416,castellaneta,40.6272,16.9369,15.96,72,0,1.54,IT,1671257409
417,mapastepec,15.4333,-92.9,29.44,58,30,1.59,MX,1671280285
418,romodanovo,54.4275,45.3296,-0.99,97,100,4.33,RU,1671254130
419,amahai,-3.3333,128.9167,26.04,86,97,1.41,ID,1671311479
420,san jose,37.3394,-121.895,9.77,88,20,0.89,US,1671290159
421,chenghai,23.4632,116.768,9.95,27,0,8.0,CN,1671317314
422,mayo,38.8876,-76.5119,8.06,47,0,7.15,US,1671279530
423,naze,28.3667,129.4833,12.51,72,100,11.79,JP,1671314893
424,liuzhou,24.3126,109.3892,7.21,24,41,6.03,CN,1671319191
425,kluang,2.0251,103.3328,23.3,96,100,1.46,MY,1671318178
426,kaffrine,14.1059,-15.5508,35.88,7,1,2.91,SN,1671261568
427,buriti alegre,-18.14,-49.0403,25.34,71,99,2.07,BR,1671266155
428,baykit,61.67,96.37,-30.92,100,31,0.93,RU,1671245453
429,pontiac,42.6389,-83.2911,-1.21,78,100,6.69,US,1671281866
430,walvis bay,-22.9575,14.5053,23.53,68,41,8.23,NA,1671250313
431,nola,40.922,14.5329,15.95,90,6,1.11,IT,1671258042
432,ati,13.2154,18.3353,29.11,12,5,3.98,TD,1671253335
433,vanimo,-2.6741,141.3028,25.06,87,100,1.58,PG,1671308574
434,turayf,31.6725,38.6637,15.14,51,0,0.0,SA,1671250725
435,belaya gora,68.5333,146.4167,-40.41,100,40,0.97,RU,0
436,kathu,7.9178,98.3332,29.27,99,98,8.29,TH,1671233563
437,puerto madero,14.7208,-92.4215,28.11,74,0,3.6,MX,1671280091
438,iracoubo,5.4802,-53.2011,26.17,89,100,4.86,GF,1671269689
439,seoul,37.5683,126.9778,-9.31,47,3,3.79,KR,1671316879
440,beringovskiy,63.05,179.3167,-1.72,98,100,5.68,RU,1671313046
441,westport,41.1415,-73.3579,7.39,66,0,5.14,US,1671279187
442,araouane,18.9048,-3.5265,30.79,8,0,4.1,ML,1671259220
443,puerto carreno,6.189,-67.4859,29.99,62,20,4.63,CO,1671273192
444,charters towers,-20.1,146.2667,22.87,80,49,6.96,AU,1671305459
445,lugano,46.0101,8.96,7.01,76,0,0.51,CH,1671260442
446,mbandaka,0.0487,18.2603,23.75,84,85,1.26,CD,1671251969
447,nome,64.5011,-165.4064,-3.96,36,0,8.23,US,1671310765
448,matara,5.9485,80.5353,24.35,85,100,2.88,LK,1671237630
449,maple creek,49.9168,-109.4848,-10.97,85,100,6.69,CA,1671289872
450,pangody,65.85,74.4859,-13.82,97,100,1.31,RU,1671254887
451,chabahar,25.2919,60.643,23.71,44,1,2.64,IR,1671244585
452,pontalina,-17.525,-49.4472,28.33,58,80,3.36,BR,1671266324
453,kande,9.9578,1.0447,34.89,12,100,2.72,TG,1671257136
454,pacific grove,36.6177,-121.9166,10.91,64,0,0.45,US,1671290044
455,jasper,37.2001,-94.3502,-1.29,65,75,5.66,US,1671283522
456,nampula,-15.1165,39.2666,25.97,73,40,4.63,MZ,1671245304
457,winnemucca,40.973,-117.7357,-8.41,85,19,1.56,US,1671289810
458,dahuk,36.8695,42.994,12.42,47,0,1.0,IQ,1671250490
459,vao,-22.6667,167.4833,25.17,69,13,4.3,NC,1671300049
460,barabai,-2.5833,115.3833,23.71,96,100,0.64,ID,1671314806
461,warmbad,-28.45,18.7333,27.42,36,51,6.37,NA,1671248566
462,bar harbor,44.3876,-68.2039,3.46,90,100,9.77,US,1671278608
463,bograd,54.2344,90.8328,-20.08,90,9,1.62,RU,1671243133
464,alice springs,-23.7,133.8833,18.75,39,43,2.57,AU,1671307984
465,gazojak,41.1875,61.4036,2.24,65,98,4.77,TM,1671246839
466,aklavik,68.2191,-135.0107,-20.0,71,75,4.12,CA,0
467,ust-nera,64.5667,143.2,-31.76,98,79,1.03,RU,1671323182
468,torrington,41.8007,-73.1212,5.98,80,53,4.92,US,1671279257
469,chengde,40.9725,117.9361,-13.95,41,8,5.36,CN,1671319662
470,sitka,57.0531,-135.33,-2.06,37,0,4.63,US,1671298562
471,acapulco,16.8634,-99.8901,25.9,65,0,2.06,MX,1671282123
472,paamiut,61.994,-49.6678,-5.57,62,74,3.97,GL,1671280756
473,la rioja,42.25,-2.5,4.88,87,9,1.08,ES,1671262389
474,balad,34.0164,44.1453,17.57,42,0,3.92,IQ,1671249758
475,le port,-20.9373,55.2919,26.0,68,85,4.24,RE,1671240773
476,kyren,51.6828,102.1408,-15.52,81,79,0.64,RU,1671326016
477,praia da vitoria,38.7333,-27.0667,19.31,82,40,15.68,PT,1671267631
478,palpa,-14.5336,-75.1856,26.79,54,93,3.42,PE,1671272846
479,puri,19.8,85.85,18.29,57,22,4.05,IN,1671237866
480,storm lake,42.6411,-95.2097,-10.87,79,40,10.8,US,1671284728
481,matay,28.419,30.7792,21.74,38,0,3.38,EG,1671252164
482,calbuco,-41.768,-73.1273,19.56,73,25,1.97,CL,1671268358
483,tapes,-30.6733,-51.3958,22.78,56,42,5.2,BR,1671265080
484,hambantota,6.1241,81.1185,25.39,76,100,7.96,LK,1671237508
485,elat,29.5581,34.9482,24.91,25,0,2.06,IL,1671251318
486,luanda,-8.8368,13.2343,28.0,69,20,5.66,AO,1671252243
487,taranagar,28.6709,75.0351,17.27,23,0,1.03,IN,1671241572
488,beaverlodge,55.2166,-119.4361,-21.36,91,100,4.7,CA,1671293989
489,boddam,57.4667,-1.7833,2.21,76,55,5.9,GB,1671266678
490,evensk,61.95,159.2333,-5.18,83,100,14.05,RU,1671317012
491,victor harbor,-35.5667,138.6167,16.67,86,81,4.9,AU,1671305112
492,ngunguru,-35.6167,174.5,17.67,93,100,0.79,NZ,1671296489
493,krapivinskiy,54.9992,86.8133,-20.73,97,5,0.98,RU,1671244380
494,magaria,12.9983,8.9099,30.24,11,90,5.14,NE,1671255574
495,goderich,43.7501,-81.7165,0.51,80,100,7.2,CA,1671281716
496,siavonga,-16.5382,28.7088,29.63,60,97,1.34,ZM,1671247676
497,wasilla,61.5814,-149.4394,-10.39,79,0,0.0,US,1671304426
498,bud,39.447,-86.1758,0.26,64,6,6.59,US,1671281950
499,port said,31.2565,32.2841,20.99,94,40,2.57,EG,1671252197
500,tautira,-17.7333,-149.15,25.78,79,89,2.75,PF,1671290236
501,axim,4.8699,-2.2405,28.14,70,42,4.35,GH,1671257390
502,iquique,-20.2208,-70.1431,25.02,67,10,3.06,CL,1671270973
503,tura,25.5198,90.2201,16.76,85,9,1.22,IN,1671237513
504,mandan,46.8267,-100.8896,-15.01,86,100,5.66,US,1671287010
505,ornskoldsvik,63.2909,18.7153,-8.47,100,75,1.03,SE,1671265362
506,lewiston,44.1003,-70.2148,1.65,96,100,4.63,US,1671279029
507,marsh harbour,26.5412,-77.0636,23.54,76,96,5.12,BS,1671277808
508,aquiraz,-3.9014,-38.3911,34.14,57,45,5.54,BR,1671265159
509,toumodi,6.5613,-5.0158,35.17,28,38,0.91,CI,1671258233
510,labuhan,-6.8844,112.2051,25.95,84,87,2.63,ID,1671228691
511,hay river,60.8156,-115.7999,-19.01,71,75,3.6,CA,1671295844
512,sao joao da barra,-21.6403,-41.0511,28.05,77,100,6.55,BR,1671263815
513,kindu,-2.95,25.95,25.51,78,92,0.14,CD,1671249811
514,compiegne,49.4179,2.8261,-1.25,73,39,2.16,FR,1671262767
515,dicabisagan,17.0818,122.4157,24.65,89,100,7.56,PH,1671315206
516,kropotkin,45.4375,40.5756,9.47,72,38,2.89,RU,1671252720
517,vardo,70.3705,31.1107,-10.01,85,65,12.35,NO,0
518,talcahuano,-36.7167,-73.1167,20.82,56,0,4.12,CL,1671269321
519,isangel,-19.55,169.2667,24.32,77,3,1.94,VU,1671300004
520,eydhafushi,5.1033,73.0708,27.46,72,97,4.88,MV,1671239334
521,alberton,46.8168,-64.0654,3.07,86,100,10.89,CA,1671278166
522,van,38.4924,43.3831,1.64,87,20,1.54,TR,1671250673
523,steubenville,40.3698,-80.634,1.32,69,32,2.24,US,1671280788
524,mundra,22.85,69.7333,25.12,36,3,2.86,IN,1671242099
